store_id,store_name,location,demographics
3834,"Martinez, Thompson and Salazar",132 Rodriguez Trace Apt. 199,"(61.1877955,162.214225)"
3835,"Byrd, Collins and Myers",39280 Moore Heights Apt. 973,"(-54.6085565,-87.546063)"
3836,"Bailey, Kirby and Livingston",35070 Beltran Passage Suite 298,"(1.622613,91.297919)"
3837,"Franklin, Martin and Cummings",42245 Kennedy Stream,"(50.3469545,12.048980)"
3838,Finley-Rich,003 Kennedy Loop,"(77.572962,66.007782)"
3839,STORE_ERROR,6461 Shields Streets Suite 551,"(-88.6630445,-68.152870)"
3840,Wallace-Alvarez,789 Ingram Shoals,None
3841,"Hardy, Lopez and Livingston",555 Joseph Lake,DEMOGRAPHICS_ERROR
3842,"Mitchell, Mason and Leonard",6326 Washington Springs Suite 415,
3843,Arnold-Adkins,None,"(-47.118319,96.619331)"
3844,Smith-Sanford,4990 Amber Route Apt. 316,"(57.895109,140.127317)"
3845,"Bishop, Hunter and Hines",,"(-32.3523715,140.612267)"
3846,"Hardin, Johnson and Robbins",5433 Heather Square Suite 512,"(52.5435875,-90.939664)"
3847,Hall-Norton,None,"(68.6432355,-61.563716)"
3848,"Terry, Schmidt and Williams",,"(20.9466545,7.122687)"
3849,"Mitchell, Horn and Velasquez",115 April Unions Apt. 330,"(-10.3216605,-145.716889)"
3850,Johnson-Weiss,,DEMOGRAPHICS_ERROR
3851,Torres and Sons,4043 Danielle Court Suite 560,"(71.716321,-60.548714)"
3852,"Jones, Potter and Ali",1477 Schwartz Turnpike,"(62.513532,-132.952672)"
3853,Miranda Group,046 Sharon Rest,"(-86.3003245,-93.231586)"
3854,Dennis-Henderson,LOCATION_ERROR,"(22.0489405,-89.129969)"
3855,None,0512 Bennett Ports Suite 997,"(71.9001835,75.924698)"
3856,Brown-Little,11021 Knight Alley Suite 279,"(14.323198,-161.378593)"
3857,Perry-Dodson,16412 Veronica Isle,"(-87.618397,-24.835370)"
3858,"Smith, Jackson and Rodriguez",233 Poole Common,"(74.4827065,-26.643707)"
3859,Smith-Boone,684 Lindsay Crossing,"(-57.3908575,127.977787)"
3860,"Carr, Chambers and Cross",8528 Melissa Tunnel Suite 956,"(13.538712,-10.612119)"
3861,Erickson-Brown,56876 Melissa Causeway,"(-68.649796,22.264120)"
3862,Reyes-Griffith,5417 Liu Knoll,"(-83.145311,-101.215873)"
3863,,23756 Herring Ports,None
3864,"Villegas, Parsons and Savage",823 Cathy Meadows,DEMOGRAPHICS_ERROR
3865,,86200 Madeline Mountains Suite 836,
3866,Graham-Wood,LOCATION_ERROR,"(36.1215185,-41.794279)"
3867,Salas and Sons,161 Watkins Rapids,"(-49.9562875,9.100564)"
3868,Jones-Perez,0260 Ramirez Cliff Suite 618,None
3869,STORE_ERROR,984 Wood River Apt. 113,"(-66.901296,-72.802553)"
3870,Williams and Sons,None,"(40.798618,-62.450002)"
3871,None,5583 Collins Trail,None
3872,"Price, Harvey and Houston",860 Wilson Viaduct Apt. 311,"(13.064218,-34.919146)"
3873,"Bailey, Tate and Chung",43154 Leonard Turnpike,"(8.6413715,11.919734)"
3874,Ward Group,2265 Christian Isle,"(-19.420869,-53.627359)"
3875,Nguyen-Hall,025 White Gateway,"(24.507225,-30.261408)"
3876,Velazquez-Carter,73117 Christina Islands,"(-19.919908,-42.638576)"
3877,Huff and Sons,183 John Motorway,"(11.669975,12.655550)"
3878,Harris-Washington,568 Bauer Trail,"(9.9243025,-167.972244)"
3879,Jackson Inc,2389 Doyle Avenue Suite 835,"(-1.6686035,-178.586535)"
3880,Santiago PLC,59363 Newton Underpass Suite 885,"(-55.9334745,-73.903205)"
3881,"Kennedy, Hall and Collins",87846 Rosario Centers Suite 732,"(-63.7871895,36.016729)"
3882,"Taylor, Scott and Carney",352 Rachel Village,"(66.508358,-126.412863)"
3883,Adkins and Sons,511 Lisa Ville,DEMOGRAPHICS_ERROR
3884,Callahan-Jackson,42543 David Tunnel,"(73.358517,116.500885)"
3885,Jackson PLC,LOCATION_ERROR,"(11.0489945,-100.755824)"
3886,Hale Ltd,4779 Robin Trail,"(-12.2362755,-130.431573)"
3887,Walls-Terrell,13813 Kennedy Park,DEMOGRAPHICS_ERROR
3888,Santana-Stanley,722 Moore Gardens Apt. 867,"(30.526946,5.873187)"
3889,Charles-Turner,LOCATION_ERROR,"(86.4232375,179.961701)"
3890,Mendez-Stewart,3995 Bill Neck Apt. 989,"(15.248759,-98.965123)"
3891,Arroyo LLC,8313 Sandra Crossing,"(-22.541531,-130.104338)"
3892,Gutierrez Inc,9992 Gardner Prairie,"(30.188791,-156.716987)"
3893,Mason-Lawrence,813 David Circles Apt. 986,"(82.9113205,154.595193)"
3894,Gibson Ltd,47416 Linda Course,"(68.7940435,18.365695)"
3895,STORE_ERROR,552 Brittany Point,"(-39.4738845,-21.306247)"
3896,"Brown, Mcmillan and Franklin",19067 Adam Fort Suite 612,"(57.7248075,139.288577)"
3897,Johnston LLC,5982 Marissa Mill,"(77.0670405,-132.630205)"
3898,"Contreras, Carter and Arroyo",011 Lance Heights,"(-62.1074415,-129.406183)"
3899,Newton Inc,None,"(-37.905541,-71.150741)"
3900,Doyle-Dennis,9713 Yu Throughway Suite 621,"(-51.9636655,-96.534230)"
3901,Parks Group,LOCATION_ERROR,"(57.4572255,-17.218529)"
3902,Burns-Anderson,39714 Brown Branch Suite 995,"(42.833062,-63.879739)"
3903,Manning-Gonzales,8943 Stephanie Forge Suite 853,"(51.848772,20.853360)"
3904,Pierce-Meyers,1285 Patrick Grove,"(26.069246,51.161047)"
3905,Cook-Bailey,5607 Parker Groves Apt. 061,"(81.2376345,156.815094)"
3906,Johnson-Harper,357 Thomas Valleys Apt. 532,"(68.697392,7.360990)"
3907,Swanson-Thompson,89241 Lance Falls,"(-43.455884,-171.305992)"
3908,Vasquez-Davis,59723 William Plaza,DEMOGRAPHICS_ERROR
3909,None,5346 Kennedy Alley Suite 078,"(7.6488175,2.276756)"
3910,Berry-Morrison,0394 Moore Crossing Suite 465,"(-87.420134,113.783938)"
3911,Benjamin PLC,4777 Amanda Squares Suite 085,"(-88.7328545,-140.073218)"
3912,Rose Group,4399 Jo Via,"(42.831370,-124.187016)"
3913,"Knight, Hines and Clark",825 Ross Coves,"(81.895698,-162.342836)"
3914,Chapman PLC,8862 Melinda Unions Apt. 169,"(38.379041,101.329900)"
3915,"Newman, Mack and Hernandez",221 Karen Squares,"(88.564489,19.070611)"
3916,,None,"(-38.003678,113.729512)"
3917,Johnson-Robertson,3795 Yesenia Court,"(-7.601693,34.280409)"
3918,Griffin-Cooper,863 James Hills Suite 760,"(-83.006403,-128.794123)"
3919,Baldwin Ltd,36391 Michael Camp Apt. 649,"(-58.943592,83.010077)"
3920,Huff-Martinez,None,"(83.916683,-91.337277)"
3921,None,4720 Clark Rapid Apt. 883,"(75.9741125,136.741163)"
3922,Green-Hamilton,584 Peters Village,"(36.902318,-3.624626)"
3923,"Richardson, Perez and Anderson",9118 Barnes Motorway,DEMOGRAPHICS_ERROR
3924,"Barber, Smith and Hernandez",969 Mary Court,"(-77.2257965,-117.372256)"
3925,Lewis-Miller,7004 Ramirez Plains Suite 759,"(-63.6223985,118.471245)"
3926,"Jones, Williams and Gamble",8963 Robertson Villages,"(-30.370175,52.296549)"
3927,Jimenez-Carpenter,58939 Christopher Island Apt. 304,"(12.615609,66.412635)"
3928,"Reed, Lester and Hernandez",094 Santana Radial,"(-65.8028255,-45.898308)"
3929,Smith Inc,25118 Adams Freeway Apt. 820,"(-33.336826,-166.600437)"
3930,Wright and Sons,375 Moore Station Suite 514,"(3.3095215,168.133496)"
3931,Mack-Vasquez,6875 Scott Mission Apt. 740,"(58.8100145,175.004620)"
3932,"Barnett, Pacheco and Francis",347 Samantha Bypass,"(-60.451323,31.172800)"
3933,Wright-Soto,995 Jean Extensions Apt. 370,"(-17.476101,-1.947056)"
3934,Barron-Porter,5781 Perry Mountains Apt. 643,"(-17.9827875,179.456377)"
3935,Martin-Christensen,196 Charles Key,"(8.033789,87.396131)"
3936,Leblanc and Sons,,"(45.893257,107.300233)"
3937,Wilkins Ltd,88088 Yvette Road Apt. 276,"(-19.0086355,-70.210367)"
3938,Wang-Brown,LOCATION_ERROR,"(74.8537835,110.972505)"
3939,"Ortiz, Shaw and Farrell",874 Andrew Key Apt. 133,"(-31.843740,-166.982290)"
3940,Thornton PLC,6636 Graham Junctions,"(-6.608234,-18.896820)"
3941,"Munoz, Wong and Arnold",1962 Samuel Mews Suite 945,"(39.1052675,128.473510)"
3942,Ramirez Ltd,4372 John Plaza Suite 869,"(48.710816,-44.209073)"
3943,Carter-Aguilar,59176 Sullivan Burgs,"(70.1807995,93.750348)"
3944,Jenkins-Reilly,None,"(89.5351545,-137.924273)"
3945,Oliver-Macdonald,195 Wiley Ports Suite 591,"(63.5731095,82.053235)"
3946,,LOCATION_ERROR,"(20.8232355,31.832200)"
3947,"Brown, Wood and Smith",1398 Maynard Turnpike Apt. 153,"(45.9259175,32.726196)"
3948,Lopez-Miller,242 Hansen Prairie,DEMOGRAPHICS_ERROR
3949,Summers Group,2591 Karen Trafficway,"(-73.9743175,177.839048)"
3950,"Walker, Bentley and Bates",27751 Russell Parks,"(-7.791960,-171.514779)"
3951,"Landry, Wood and Roberson",130 Hunt Ramp Suite 242,"(62.4542055,133.022391)"
3952,Bond-French,624 Christine Squares Suite 302,"(-54.5503195,25.222317)"
3953,"Jackson, Bridges and Jordan",67273 Conway Branch,"(-32.809950,154.276582)"
3954,Maldonado-Donovan,11766 Aguirre Courts Apt. 668,"(29.989519,-37.591823)"
3955,"West, Brown and Boyer",7636 Kelly Via Apt. 097,"(-78.428080,65.626507)"
3956,Wallace-Riley,199 Alvarez Loop,"(-69.1530105,-2.471571)"
3957,Shannon-Burton,438 Lori Island,"(68.2357605,-178.072778)"
3958,Bush-Mcguire,None,"(58.0489325,-29.327992)"
3959,"Moore, Hahn and Hodges",None,"(11.1475985,-95.917616)"
3960,Olson-Ford,LOCATION_ERROR,"(80.2516365,155.171937)"
3961,"Payne, Schaefer and Roberts",0602 Johnson Causeway Suite 951,"(76.275094,-133.816184)"
3962,"Johnson, Vargas and Schmidt",586 Zachary Neck,"(-44.827191,79.984573)"
3963,Washington PLC,17960 Shane Isle Apt. 717,"(-33.6824395,-176.737861)"
3964,Middleton-Lamb,946 Barbara Harbors,"(-81.379641,-55.269358)"
3965,"Perez, Perez and Tran",71114 Gutierrez Lodge,"(21.8671155,-154.097127)"
3966,"Wilson, Williams and Caldwell",4502 Miranda Mountains,"(-46.7538715,23.348571)"
3967,Drake LLC,0961 Davila Common Suite 605,"(4.4333785,-57.478003)"
3968,Hayes-Nguyen,04476 David Forks Apt. 910,"(45.3318295,-80.392117)"
3969,Crane and Sons,None,"(78.7166775,68.928064)"
3970,"Mckay, Rivera and Kelly",46812 Jessica Club,"(71.562369,10.673053)"
3971,Wilson-Rangel,9534 Atkinson Village Suite 760,"(-60.4456385,123.019448)"
3972,Schultz Group,None,"(62.5141025,-109.212169)"
3973,Williams Ltd,433 Gregory Path,"(45.8623465,37.965279)"
3974,Lynn LLC,116 Johnathan Creek Apt. 505,"(-64.9091655,168.029498)"
3975,Logan-Li,28867 Joshua Drives,"(-27.0270565,-33.375876)"
3976,Rollins-Huerta,3916 Stephens Ferry Suite 916,"(78.2934435,39.585086)"
3977,Salazar PLC,776 Robinson Inlet Suite 050,"(-82.2193895,-51.902422)"
3978,Conrad LLC,29484 Rodney Islands,"(5.3651635,4.164075)"
3979,Holmes PLC,455 Williams Point Apt. 448,"(-58.483379,109.196944)"
3980,"Higgins, Conway and Cohen",0039 Breanna Glen,"(-61.625777,151.317990)"
3981,Clark-Anderson,961 Diaz Common,"(-7.5515035,-149.353688)"
3982,"Brady, Meyer and Taylor",823 Clark Coves Suite 103,"(89.1928515,-155.342949)"
3983,Thompson-Gardner,752 Alan Isle Apt. 996,"(-22.2657635,-49.541729)"
3984,Wright-Ewing,9539 Clinton Keys,"(-84.227433,20.421385)"
3985,Estrada Inc,8986 Graves Overpass Apt. 347,"(-73.2465725,79.155762)"
3986,Wright-Macdonald,3204 Savannah Fork,"(52.885110,-86.481502)"
3987,Cabrera and Sons,60801 Gonzales Locks Apt. 605,"(-22.8438295,14.213933)"
3988,Johnson-Daniel,750 Mary Path Suite 663,None
3989,Schaefer Inc,None,None
3990,"Sloan, Ford and Oneill",554 Sarah Stravenue,"(65.723820,112.012777)"
3991,Ray-Rios,None,"(-59.108771,58.242006)"
3992,"Roberts, Bruce and Blevins",172 Kelley Pine Apt. 564,DEMOGRAPHICS_ERROR
3993,Wallace Inc,030 Middleton Roads Apt. 276,"(-38.307034,142.139865)"
3994,"Hunter, Dennis and Zimmerman",72389 Jacob Key,"(49.5769255,-146.153139)"
3995,Hansen LLC,8728 William Plaza,"(85.3399255,-17.694588)"
3996,"Ramos, Wolfe and Oliver",LOCATION_ERROR,DEMOGRAPHICS_ERROR
3997,"Steele, Adams and Bates",3339 Diaz Throughway,"(-85.2104775,112.149035)"
3998,None,07199 Michael Prairie Suite 177,"(52.3402445,-25.243700)"
3999,Andersen-Reyes,45096 Amy Centers Apt. 311,"(22.798425,-22.211455)"
4000,"Sellers, Combs and Matthews",7793 Destiny Hills Suite 045,"(-66.227843,-158.554869)"
4001,Jones Inc,41059 Burnett Route,"(-6.528179,-16.112037)"
4002,"Sampson, Wade and Frye",28354 Andrew Rue Apt. 631,"(-85.302365,-157.444233)"
4003,Davis LLC,706 Watts Square,"(58.3806155,-93.640090)"
4004,"Jennings, Santiago and Mooney",896 Carl Loop Apt. 477,"(-13.005635,-96.777618)"
4005,"Evans, Calhoun and Lucas",None,"(58.034095,9.353446)"
4006,"Thomas, Kim and Medina",None,"(-20.689129,-52.476805)"
4007,"Martinez, White and Johnson",None,"(75.4816625,96.168786)"
4008,Owens LLC,8175 Anderson Fall Apt. 689,"(89.1973345,76.900912)"
4009,None,5667 Bell Field Suite 077,None
4010,Nguyen Ltd,057 Randy Grove Apt. 037,"(72.6325815,33.661946)"
4011,None,805 Wiggins Green Apt. 366,"(-57.578757,105.632350)"
4012,"Lopez, Park and Sellers",020 Richards Keys,"(38.4777845,-119.590008)"
4013,Harris-Kelly,4326 Rodriguez Skyway,"(-65.1246885,-178.444110)"
4014,STORE_ERROR,710 Callahan Station,"(69.8650785,-123.179235)"
4015,Garcia-Sanford,4487 Jennifer Forest,"(77.529976,-140.604800)"
4016,Simpson Ltd,1846 Ramirez Parks Suite 672,"(25.9138045,97.360862)"
4017,Murphy Ltd,None,"(12.3712885,145.291635)"
4018,Thomas PLC,LOCATION_ERROR,"(87.9060505,-26.340493)"
4019,"Robertson, Smith and Gould",LOCATION_ERROR,"(84.176975,153.894470)"
4020,Brown LLC,9219 Davis Spurs,"(85.156555,29.113928)"
4021,STORE_ERROR,6411 Rodgers Island,"(-85.5482665,-82.738638)"
4022,Young Inc,1618 Peterson Ville,"(75.409426,-179.963422)"
4023,Torres-York,99167 Myers Landing Suite 990,"(43.9422845,147.639069)"
4024,Wong PLC,None,"(-30.754656,-129.135679)"
4025,None,819 Jaclyn Extension,"(-26.743637,154.178264)"
4026,Nelson-Barron,LOCATION_ERROR,"(-34.045623,-66.325918)"
4027,Young PLC,LOCATION_ERROR,"(-29.746324,48.676810)"
4028,"Andrews, Brown and Martin",3195 Wells Knolls,None
4029,Snyder PLC,022 Morgan Radial Suite 674,"(-18.5871535,0.491067)"
4030,Campbell Group,112 Harrington Row,"(58.5633485,167.399519)"
4031,Alvarado-Larsen,,"(-27.0824895,56.357855)"
4032,None,71125 Kenneth Bypass Apt. 534,"(-32.102798,75.593375)"
4033,STORE_ERROR,912 Russell Squares Suite 687,"(61.6251105,-159.962536)"
4034,STORE_ERROR,22954 Christian Plaza,"(-21.7401835,161.856409)"
4035,"Hess, Simon and Davidson",5647 Cody Forges,"(-19.2748295,27.377908)"
4036,Henderson and Sons,226 Lawrence Shore Suite 339,None
4037,STORE_ERROR,3377 Swanson Grove,"(39.920101,36.878022)"
4038,None,674 Allen Ranch,"(-29.101826,113.732999)"
4039,Olson-Jackson,344 Heather Skyway,"(87.662034,-90.599655)"
4040,Perez-Hernandez,71677 James Glen Apt. 656,"(76.7783715,-123.922523)"
4041,Pham-Howard,72789 Hall Lakes Suite 731,DEMOGRAPHICS_ERROR
4042,Benton Inc,997 Warren Isle,
4043,Perez-Gordon,643 Denise Cove,"(-5.2074695,-36.564126)"
4044,STORE_ERROR,58703 Carly Meadows Suite 102,"(-22.403874,90.575640)"
4045,Hawkins LLC,LOCATION_ERROR,"(-43.9323545,70.474631)"
4046,Levine-Mitchell,8461 Hannah Turnpike Suite 266,"(54.1034685,-19.386108)"
4047,STORE_ERROR,05033 Julia Ridge Suite 506,"(8.278839,-70.101867)"
4048,Davis Group,LOCATION_ERROR,"(1.977241,-115.044619)"
4049,"Jones, Sanchez and Gomez",32159 Mathew Plaza,"(23.118131,-158.419691)"
4050,Holmes-Hernandez,466 Hudson Rapids Suite 290,"(-66.027766,78.483911)"
4051,Johns LLC,2134 Wright Avenue Suite 996,"(85.0086815,-1.400910)"
4052,"Hunter, Clark and Austin",6787 Richard Mountain,"(-65.214203,109.651613)"
4053,None,75601 Jennifer Extensions,"(-46.6839105,165.409347)"
4054,Tyler Ltd,4562 Elaine Alley,"(-51.4751525,-146.337696)"
4055,Stephenson and Sons,0700 Marissa Gardens,"(-57.5892155,71.831268)"
4056,Payne PLC,46874 Amber Station,"(79.139238,154.418132)"
4057,Hood-Smith,05809 Calhoun Pass,"(15.0732295,30.427936)"
4058,Diaz Group,428 Gillespie Roads Suite 447,"(13.463544,-134.770949)"
4059,Johnson-Perry,322 Baker Fork,
4060,"Young, Hansen and Higgins",LOCATION_ERROR,"(-60.984618,-157.214462)"
4061,"Jenkins, Wise and Taylor",6703 Dunn Pass Suite 452,"(6.287833,-103.584786)"
4062,"Snyder, Jordan and Martin",73157 Keith Lane,"(-38.8504915,47.324185)"
4063,"Myers, Hopkins and Jennings",35222 Mia Road Apt. 631,"(79.7907595,-161.812444)"
4064,Mendoza-Gibson,444 Hernandez Junction Suite 045,"(66.9958405,133.584176)"
4065,"Herrera, Johnson and Miller",97052 Hebert Vista Suite 434,"(-65.264974,-79.628436)"
4066,Townsend Ltd,4290 Lisa Hollow Suite 987,"(32.845588,-127.453077)"
4067,STORE_ERROR,602 Erika Flat Apt. 801,"(-2.0529245,70.445075)"
4068,Willis-Murphy,480 Cummings Common,"(-24.4629565,-161.176022)"
4069,Phillips-Gamble,6866 Wright Fields Apt. 671,"(-35.708448,57.265821)"
4070,"Cole, Hendricks and Barnes",96880 Robert Underpass Suite 992,"(-12.005556,56.933654)"
4071,Glenn-Hammond,17052 Robinson Centers Apt. 643,"(-25.9448165,179.897581)"
4072,"Mccarthy, Khan and Sanchez",7812 Brittany Terrace,"(-27.194578,53.343044)"
4073,Allison PLC,405 Mark Shore,DEMOGRAPHICS_ERROR
4074,STORE_ERROR,42580 Bob Burgs Suite 603,"(87.721373,-15.440446)"
4075,"Lang, Diaz and Warren",648 Amber Inlet Suite 210,"(-39.0970015,-12.048075)"
4076,None,2186 Chen Bypass,"(30.8128375,-19.286648)"
4077,"Escobar, Tucker and Mullen",432 Laura Valley,"(-33.346125,-95.977444)"
4078,Brown and Sons,840 Wheeler Drive,"(-78.410852,-106.652116)"
4079,"Cole, Chavez and Navarro",677 Wright Island,"(49.3159585,145.112982)"
4080,Watson-Cox,900 Cindy Knolls,"(7.7829555,-115.934564)"
4081,"Holmes, Ortiz and Welch",4875 Shelley Plains Apt. 293,"(-49.555751,-108.708521)"
4082,STORE_ERROR,36931 Harris Mews,DEMOGRAPHICS_ERROR
4083,Lawrence Group,2764 Jeffrey Lane,"(89.471874,163.276962)"
4084,STORE_ERROR,,"(75.5310165,-121.251951)"
4085,Andrews Ltd,502 Davis Way,"(64.815901,-69.454908)"
4086,Stanley-Carlson,62275 Floyd Prairie,"(-20.8854615,171.979350)"
4087,"Kelly, Morrow and Williams",599 Cunningham Stravenue,None
4088,Bryant-Myers,0890 Kimberly Mountains Suite 146,"(-46.538290,150.125896)"
4089,STORE_ERROR,4524 Francis Unions Suite 292,"(48.748328,-71.850101)"
4090,Jennings-Soto,7923 Andrew Ridge,"(-71.959087,158.074879)"
4091,"Miller, Conner and Jensen",1859 Cooper River Apt. 032,"(28.053084,53.894502)"
4092,Weaver-Crawford,None,"(0.2724385,-67.287077)"
4093,Palmer Ltd,70922 Miller Corners,"(-86.4803255,-35.655416)"
4094,"Gonzalez, White and Stafford",LOCATION_ERROR,"(-73.401333,176.093322)"
4095,"Newton, Navarro and Wallace",5728 Delgado Tunnel,"(83.735613,122.626635)"
4096,Davidson-Davis,LOCATION_ERROR,"(-53.6744545,90.329582)"
4097,Miller LLC,355 Tiffany Station,"(-42.491675,-178.789550)"
4098,Mitchell-Alvarez,43683 Maynard Lodge,"(24.8199595,-67.337434)"
4099,Hodge-Perez,37602 Rivera Ford Suite 584,"(-15.080746,-114.815719)"
4100,Schroeder-Brown,4275 Lawrence Locks Suite 316,"(-7.860661,32.258423)"
4101,"Miller, Taylor and Holland",92549 Andrea Mountain,"(70.6730065,-103.090669)"
4102,Romero Group,804 Andrea Fall Suite 031,"(60.3548605,49.826738)"
4103,Campbell Inc,48900 Goodman Dale,"(-19.216642,163.588602)"
4104,Riggs and Sons,50040 Brennan Keys,"(76.3110435,-99.865955)"
4105,Hopkins-Avila,82990 Robert Street Apt. 154,"(-53.4341695,142.035893)"
4106,Jones LLC,759 Alvarado Shore Apt. 776,"(45.8236385,-172.208315)"
4107,Burton PLC,2214 Graves Grove Suite 341,"(54.300208,-5.048519)"
4108,Newton PLC,383 Harrison Forest Suite 136,"(-22.9205875,-48.612591)"
4109,Jordan Group,6847 Brandon Land,"(-31.0163345,-28.299337)"
4110,STORE_ERROR,20829 Simpson Bridge Suite 370,"(66.1586335,-83.456417)"
4111,Aguirre Inc,404 Alicia Trace,"(80.9128685,121.209402)"
4112,Hanna-Frazier,81069 Ellis Oval Apt. 671,"(4.6237665,137.394403)"
4113,Patel-Morris,LOCATION_ERROR,"(84.073783,85.211879)"
4114,Washington Ltd,3646 Crystal Cliffs Apt. 748,"(80.1864195,-40.565510)"
4115,"Herrera, Merritt and Curtis",LOCATION_ERROR,"(41.8070225,-23.216965)"
4116,Moore-Mills,LOCATION_ERROR,"(-25.4177225,66.975908)"
4117,Horton-Williams,416 Amanda Shore,"(16.036785,120.084192)"
4118,Smith-Mckenzie,51793 Nicole Mill Suite 472,"(-79.673225,-170.514973)"
4119,Villanueva PLC,648 Mills Plains,"(61.2164735,-163.141702)"
4120,Rivera LLC,83937 Steven Greens,"(83.3285085,-152.512752)"
4121,"Patel, Hernandez and Logan",7727 Courtney Mission,"(43.0441925,-89.085820)"
4122,STORE_ERROR,None,"(22.795102,119.312280)"
4123,Brown-Garcia,466 Justin Key Apt. 615,"(68.9929035,-37.074196)"
4124,,14562 Adrienne Flat Suite 974,"(-44.0525945,-132.522696)"
4125,Fleming-Mack,6024 Brown View Apt. 067,"(-69.904823,-77.221547)"
4126,"Gonzalez, Kim and Smith",3496 Alexander Row Apt. 358,"(-22.395780,-71.027970)"
4127,Molina Ltd,6568 Cunningham Villages,"(-33.354861,66.040598)"
4128,Wright PLC,722 Rodney Groves,"(58.939244,-61.390757)"
4129,"Moore, Eaton and Smith",6152 Patricia Coves Suite 500,"(-46.356677,-93.007955)"
4130,Mcgee-Olson,03804 Dawn Brooks Suite 802,"(65.3146835,-3.567932)"
4131,Martinez Group,711 Evans Cape,
4132,Harris-Kim,525 Jacqueline Valley,"(60.4975155,118.459553)"
4133,Thomas Ltd,19303 Dawn Way Suite 393,"(-18.3394915,-49.442846)"
4134,Elliott-Campbell,5630 Michael Cape Apt. 508,DEMOGRAPHICS_ERROR
4135,Ball-Bradshaw,0429 Williams Cliffs Suite 488,"(-89.1969085,-101.335608)"
4136,STORE_ERROR,247 Jenny Corner,"(24.225468,42.297452)"
4137,"Jackson, Jones and Johnson",90877 Davis Ferry Suite 674,"(-51.5745895,-149.637335)"
4138,"Le, Roman and Brown",21758 Mark Green,"(-13.239187,-154.234054)"
4139,Hughes-King,3016 Lucas Rapid,"(-52.0371565,81.127395)"
4140,Lee and Sons,788 Nicole Plaza Suite 056,"(86.3209845,-11.588197)"
4141,"Nguyen, Torres and Barnes",7919 Simmons Shoals,"(8.9270365,-170.904678)"
4142,Colon PLC,591 Robert Meadows Apt. 597,"(-26.846391,91.538777)"
4143,Brown and Sons,16288 Phelps Trail Apt. 124,"(51.311892,13.991305)"
4144,Lynch-Mcclain,55898 Deleon Shore,"(33.7634085,-28.900642)"
4145,"Pacheco, Moss and Patton",1363 Mills Key,"(56.139948,-30.917860)"
4146,"Cummings, Hampton and Williams",68162 Michael Turnpike Suite 923,"(-84.064464,91.891336)"
4147,Aguilar-Harding,0796 Joshua Square Suite 308,"(46.6696475,23.513322)"
4148,Bennett Ltd,425 Theresa Forks Suite 578,"(55.9700885,31.411576)"
4149,"Rivas, Hansen and Moyer",8290 Julia Corner,"(71.589219,-148.927093)"
4150,Parker PLC,3299 Pineda Flats,"(51.836602,-162.310175)"
4151,"Tucker, Gibson and Rich",064 Lisa Haven Suite 474,"(-82.5426125,76.321245)"
4152,Taylor-Austin,None,"(-17.578622,37.857923)"
4153,Simmons-Stokes,363 Caitlin Radial,"(-43.008272,-126.447364)"
4154,,437 Joseph Flat Apt. 143,"(64.8919275,132.125594)"
4155,,13392 Destiny Roads Apt. 137,"(28.7454785,172.714386)"
4156,,None,"(-60.9999215,-171.421898)"
4157,Jarvis-Mason,164 John Views,"(15.454133,-175.625934)"
4158,"Owens, Robinson and Kaufman",0530 Erica Parkway Apt. 940,"(66.2387065,85.882772)"
4159,Allen-Bell,84935 Castro Stravenue Apt. 353,"(-9.799043,-124.701184)"
4160,Williams Inc,4780 Sharon Ports,"(22.9054995,44.831169)"
4161,"Smith, Haney and Moore",220 Stanley Square Apt. 051,"(-87.911054,-61.829461)"
4162,Smith Inc,533 Charles Valleys,"(-71.155956,-168.908775)"
4163,"Harper, Clark and Smith",46107 Kathleen Plaza,"(-8.008300,-115.741941)"
4164,Rodriguez-Thompson,985 Rodriguez Cape Suite 689,"(78.8540575,-90.100078)"
4165,"Alexander, Rodriguez and Perry",18312 Jennifer Turnpike,"(-10.6290125,-86.299695)"
4166,Wallace Inc,None,None
4167,Brown-Cannon,617 Manuel Parkway Apt. 266,"(32.904940,-175.480829)"
4168,STORE_ERROR,049 Gilbert Flats Suite 355,"(3.9570785,37.282087)"
4169,Price-Patel,4816 Sandra Route Apt. 801,"(57.261837,-170.963167)"
4170,Waters Inc,310 Patrick Courts Suite 716,"(-23.5032455,14.018878)"
4171,"Rose, Harvey and Holloway",,DEMOGRAPHICS_ERROR
4172,Foster Inc,60416 Daniel Vista Apt. 070,"(53.5149245,61.681088)"
4173,"Hayes, Green and Townsend",986 Jessica Locks Apt. 572,"(10.5990535,-66.387197)"
4174,Lopez-Fritz,8810 Mcclain Circles Suite 647,"(79.674639,175.177124)"
4175,Harris-Garcia,128 Amy Ferry Apt. 426,"(-62.727409,-69.173555)"
4176,"Armstrong, Walker and Gonzalez",7117 Thomas Fields,"(53.521011,-68.837458)"
4177,Gordon-Williams,5180 Duffy Loaf Apt. 836,DEMOGRAPHICS_ERROR
4178,"Bowman, Stafford and Rodriguez",097 Robinson Mall,"(-76.2703345,-157.791279)"
4179,Friedman-Mitchell,62211 Daniel Alley,"(-54.5104245,-114.094817)"
4180,Williams Group,01228 Wendy Ramp Apt. 763,"(8.5524315,-64.339512)"
4181,STORE_ERROR,646 Vicki Points,"(45.658075,-130.167147)"
